method,label,method_type,view_index,camera_id,region,region_pixels,valid_points,coverage,xyz_span_x,xyz_span_y,xyz_span_z,xyz_span_norm,z_relief_p95_p5,neighbor_delta_median,neighbor_delta_p95,mean_l2_from_v25_baseline,confidence_mean,normal_available,notes
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,0,00,head_face,1027,1027,1.0,0.06019045283086597,0.05835468471050262,0.028203353881835924,0.08845105431723772,0.021200507879257202,0.001728621544316411,0.00451657036319375,0.000524350383784622,2.3503379821777344,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,0,00,left_hand,513,513,1.0,0.023385646194219588,0.10392252519726754,0.07738563060760495,0.13166364538411734,0.07197628021240232,0.0019881350453943014,0.0033616458531469107,0.00016497012984473258,3.4124529361724854,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,0,00,right_hand,817,817,1.0,0.04092764884233475,0.07280426606535911,0.04175517320632938,0.09337573606975011,0.03766721487045288,0.0018003219738602638,0.0036134240217506886,0.0001200081969727762,4.27329683303833,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,1,01,full,14315,14315,1.0,0.10685543626546859,0.32029461145400995,0.208647003173828,0.3969134594837749,0.1935591876506806,0.0015394106740131974,0.0033344030380249023,0.0002386259293416515,4.270376682281494,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,1,01,upper,10223,10223,1.0,0.11070788182318209,0.1964323587715626,0.12308863162994388,0.256890478427807,0.11079127192497251,0.0014669107040390372,0.0032586688175797462,0.0002384352992521599,4.280306816101074,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,1,01,head_face,982,982,1.0,0.0652063300134614,0.19659407466650006,0.6112607645988464,0.6453997350524465,0.026150417327880815,0.001870928448624909,0.0056834714487195015,0.0008542053401470184,2.187937021255493,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,1,01,left_hand,655,655,1.0,0.024120386280119418,0.1161695148050785,0.0886825799942017,0.14812747617770822,0.08294250369071954,0.0018375873332843184,0.0040575056336820126,0.0003404685703571886,2.361949920654297,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,1,01,right_hand,904,904,1.0,0.04075606606900692,0.07410441775806247,0.048180472850799516,0.09733385647763747,0.04467466771602624,0.0017074339557439089,0.0038048140704631805,0.0001944779505720362,2.872390031814575,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,2,06,full,9293,9293,1.0,0.09317651636898518,0.3326431822776794,0.2326128506660461,0.4164637897986636,0.19595531225204466,0.001911209779791534,0.0046082353219389915,0.0002649896778166294,3.569263219833374,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,2,06,upper,6435,6435,1.0,0.09758028186857698,0.19420331627130505,0.12310827493667598,0.2497848810841194,0.10246453285217272,0.0017949433531612158,0.004675763193517923,0.0003046244091819972,3.5209600925445557,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,2,06,head_face,387,387,1.0,0.048966361656785,0.053316287100315066,0.024944174289703303,0.0765672441391316,0.02048966884613035,0.002225045347586274,0.005429900251328945,0.0006219885544851422,2.2207577228546143,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,2,06,left_hand,987,987,1.0,0.0764373662788421,0.1651460000872612,0.11130565404891968,0.21331859021596158,0.10220904350280768,0.002629952970892191,0.005177066661417484,0.00022083516523707658,3.273493766784668,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,2,06,right_hand,462,462,1.0,0.04800356548279523,0.057420645654201505,0.08110885143280022,0.11036357472986474,0.06537382602691655,0.00161043053958565,0.005212103947997093,0.0002833850448951125,3.318917989730835,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,3,11,full,12067,12067,1.0,0.06205470219254495,0.3296463567018509,0.23346018314361572,0.4086822282219524,0.1995438158512115,0.0015349381137639284,0.005041958764195442,0.00032066061976365745,2.648773431777954,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,3,11,upper,8573,8573,1.0,0.06453557334840296,0.2143072208762169,0.1679749631881713,0.27983569001319725,0.1388099074363709,0.0015526626957580447,0.005358579568564892,0.0003427454794291407,2.4749155044555664,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,3,11,head_face,4294,4294,1.0,0.05909754734486346,0.1450273828301579,0.16451077580451967,0.22713268639398534,0.13195994794368737,0.0016271411441266537,0.005040584597736597,0.00035634118830785155,2.3653652667999268,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,3,11,left_hand,129,129,1.0,0.02024985416792333,0.0601318046450615,0.022674312591552725,0.06737963323730285,0.02072851657867425,0.0015469344798475504,0.005081981886178255,0.00027248391415923834,2.559704303741455,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,3,11,right_hand,640,640,1.0,0.07117689017206431,0.09664559066295626,0.09943473100662237,0.15586463877197146,0.09155035316944116,0.0026314733549952507,0.007657857146114111,0.0003574327565729618,1.8742523193359375,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,4,16,full,11274,11274,1.0,0.07845547955483198,0.3292573592066765,0.2431544435024261,0.4167610277592035,0.20673094093799593,0.0017511423211544752,0.004742625635117292,0.0002795410400722176,2.2929270267486572,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,4,16,upper,8052,8052,1.0,0.08019647687673569,0.19379259362816809,0.17502107262611388,0.2731655544020302,0.14339311122894283,0.0016580367228016257,0.0049976566806435585,0.00030385475838556886,2.2912328243255615,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,4,16,head_face,4022,4022,1.0,0.0767034088820219,0.12591900400817393,0.14400149822235098,0.20609570591066403,0.10796622037887571,0.0017104230355471373,0.004674073308706284,0.0003468278737273067,2.319028377532959,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,4,16,left_hand,897,897,1.0,0.04646847553551167,0.1508552525937557,0.08322790145874015,0.17844749937991858,0.07490414381027222,0.0032735553104430437,0.009139148518443108,0.0005572584341280162,1.2630531787872314,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,4,16,right_hand,1024,1024,1.0,0.06307778252288697,0.051836428418755534,0.03354192852973947,0.0882659783195742,0.029022437334060625,0.0014186889166012406,0.0036433290224522352,0.00019853614503517747,2.901644229888916,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,5,21,full,11264,11264,1.0,0.11456032302230595,0.3222236970067024,0.2351039278507232,0.4150012474854507,0.1966855943202972,0.0018573265988379717,0.004341471008956432,0.0002018492523347959,1.9025242328643799,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,5,21,upper,8239,8239,1.0,0.11799229741096494,0.1779492510855198,0.14879443407058712,0.26024584880570384,0.1251511394977569,0.0017775011947378516,0.004140076227486134,0.00019603624241426587,1.9939789772033691,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,5,21,head_face,3993,3993,1.0,0.09397132858633994,0.10299633532762523,0.10693125247955315,0.17570756513038485,0.0876762151718139,0.0016829262021929026,0.0037276719231158495,0.00019146502017974854,2.2273385524749756,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,5,21,left_hand,4312,4312,1.0,0.06914555907249449,0.22514612570404996,0.14798818230628974,0.27815892644549683,0.13228114545345304,0.0019994499161839485,0.004697831813246012,0.00023402177612297237,1.8218979835510254,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v50r2_candidate,V50R2 candidate package,vggt_candidate_package,5,21,right_hand,1210,1210,1.0,0.08832653074525296,0.05452014520764349,0.061388252973556434,0.12059245362003382,0.05309839248657222,0.001619416056200862,0.0035988064482808113,0.0001781550090527162,1.9218740463256836,True,strict candidate package; main point map is V42 frame0000 first six views plus packaged head/hand/normal evidence
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,0,00,full,11240,11240,1.0,0.10807681668549773,0.37094370931386944,1.0288014933466911,1.098959665545913,0.9966279909014701,0.001854598755016923,0.005230729002505541,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,0,00,upper,7923,7923,1.0,0.1116494247317314,0.21619896739721295,0.9319396063685417,0.9631817157031689,0.9190868243575095,0.0017437374917790294,0.00437870342284441,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,0,00,head_face,3695,3695,1.0,0.09193822287023067,0.1266195237636566,0.87727469176054,0.8911206570528044,0.8630593881011009,0.001602260279469192,0.0030052901711314917,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,0,00,left_hand,4660,4660,1.0,0.05363727252930402,0.24561189547181128,0.9764324495196341,1.0082769900560815,0.972269956767559,0.0018688216805458069,0.0046357824467122555,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,0,00,right_hand,3619,3619,1.0,0.0838316385820508,0.226548438668251,0.9722457858920097,1.0018052739305905,0.9495780155062676,0.0018386502051725984,0.005065902601927519,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,1,01,full,14315,14315,1.0,0.11156100496649737,0.3743674737215042,0.9857522606849671,1.0603322039131318,0.9560364365577698,0.0017221911111846566,0.004299115389585495,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,1,01,upper,10223,10223,1.0,0.11413437575101851,0.35035043954849243,0.8946447443962098,0.9675542904125102,0.8894402384757996,0.0016670044278725982,0.003640706418082118,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,1,01,head_face,4842,4842,1.0,0.10645234391093254,0.35563368797302247,0.8449340379238128,0.9228872899697252,0.8330665618181229,0.0016130353324115276,0.0031107196118682623,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,1,01,left_hand,5906,5906,1.0,0.053830691426992414,0.284384748339653,0.9340696454048156,0.977884722702218,0.9287364482879639,0.0017220145091414452,0.0038092625327408314,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,1,01,right_hand,4752,4752,1.0,0.1179119099676609,0.28467485785484314,0.9328063988685609,0.9823801560378903,0.9197732150554656,0.0017088864697143435,0.0038817087188363075,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,2,06,full,9293,9293,1.0,0.7597705245018005,0.8539578604698181,0.2685070371627807,1.1741342795293328,0.2167291164398193,0.0017277379520237446,0.005529765971004963,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,2,06,upper,6435,6435,1.0,0.7634992814064026,0.7051834988594055,0.16629350185394287,1.052553299615052,0.1533030033111571,0.001844247686676681,0.005695704836398363,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,2,06,head_face,3269,3269,1.0,0.7689892816543579,0.6121499371528626,0.12274136543273917,0.9905238531422815,0.11218569278717039,0.0018417858518660069,0.005662772338837385,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,2,06,left_hand,2768,2768,1.0,0.7648043763637543,0.6674996125698089,0.15307059288024893,1.0266021981715738,0.13447213172912598,0.0,0.004360240418463945,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,2,06,right_hand,3673,3673,1.0,0.7207257604598999,0.8378793382644654,0.2262953186035157,1.1281387230756978,0.2081713199615478,0.0019916549790650606,0.0059838565066456795,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,3,11,full,12067,12067,1.0,0.7541554355621338,0.6399020147323609,0.13397225856781003,0.9980849540556187,0.10558075904846187,0.0,0.0018829235341399908,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,3,11,upper,8573,8573,1.0,0.7660936689376832,0.6669213676452636,0.14061787128448489,1.025405776233394,0.11948304176330571,0.0,0.0022937250323593616,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,3,11,head_face,4294,4294,1.0,0.792480800151825,0.6574821376800538,0.14402150750160214,1.0397359157981627,0.13097520470619206,0.0,0.002828394528478384,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,3,11,left_hand,1113,1113,1.0,0.7706566548347473,0.7220083951950074,0.15344196557998657,1.067123347684888,0.14812827110290527,0.0017603542655706406,0.006304384674876928,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,3,11,right_hand,6831,6831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,4,16,full,11274,11274,1.0,0.2525624048709869,0.20244392931461297,0.9270475098490714,0.9819309539819592,0.9037528023123742,0.0,0.0031150588765740395,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,4,16,upper,8052,8052,1.0,0.2587514108419418,0.17105566948652268,0.9052776500582693,0.9569430277561983,0.8942906960844994,0.0,0.00325725506991148,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,4,16,head_face,4022,4022,1.0,0.25582002878189086,0.06673919960856438,0.8456980535387992,0.8860604977368493,0.8376054689288139,0.0,0.0030051791109144688,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,4,16,left_hand,897,897,1.0,0.2959585642814636,0.16249765753746032,0.9154061004519463,0.9756870857100373,0.1161888837814331,0.002204952063038945,0.005189018324017525,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,4,16,right_hand,6535,6535,1.0,0.2252175223827362,0.22940811127424238,0.9381619855761527,0.9917151431166223,0.9021259233355523,0.0,0.0036501858849078417,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,5,21,full,11264,11264,1.0,0.5048027515411377,0.48794259905815124,0.645537337064743,0.9537464293426041,0.6179191887378692,0.0,0.0026264814659953117,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,5,21,upper,8239,8239,1.0,0.504920859336853,0.4946564793586731,0.6064605438709259,0.931356268050633,0.5921894431114196,0.0,0.0026192187797278166,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,5,21,head_face,3993,3993,1.0,0.4931367492675781,0.5178359150886535,0.5407671201229095,0.8965305162903953,0.5339817941188812,0.0,0.002122987760230899,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,5,21,left_hand,4312,4312,1.0,0.5084638869762421,0.5366663944721222,0.6584443104267119,0.9899976026476046,0.6422382473945618,0.001872638356871903,0.004134785383939743,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
v16_smplx_prior_only,V16 SMPL-X prior only,prior_reference_not_vggt_output,5,21,right_hand,4024,4024,1.0,0.45013426303863524,0.4361745548248291,0.593325593471527,0.8630784187467051,0.0,0.0,0.0,nan,nan,True,"SMPL-X prior-only reference, not a VGGT prediction and not a candidate pass"
